frame_idx,wall_time,infer_ms,mode,confidence,x_m,y_m,yaw_deg,curvature,n_points,points_x_min,points_x_max,points_y_min,points_y_max,points_raw,ref_point0_applied,ref_point0_x,raw_y_m,reject_reason,reject_streak,n_left_candidates,n_right_candidates,width_m,left_hit_ratio,left_rms_residual_m,left_c2,left_c1,left_c0,right_hit_ratio,right_rms_residual_m,right_c2,right_c1,right_c0,is_placeholder_homography
97,1789220024.706,36.757,both,0.4587,2.5407,-0.2735,-0.135,-0.04567,1,2.541,2.541,-0.273,-0.273,2.541:-0.273:-0.0024:-0.0457,True,2.5407,-0.2104,,0,1,1,3.79,0.6667,0.06892,-0.029689,0.192055,1.402433,0.5556,0.1541,0.110365,-0.864172,-0.532895,False
98,1789220024.811,39.828,left_only,0.6588,2.5771,-0.2928,1.035,-0.06167,1,2.577,2.577,-0.293,-0.293,2.577:-0.293:0.0181:-0.0617,True,2.5771,-0.3169,,0,1,1,,0.6667,0.06749,-0.049554,0.325043,1.183933,,,,,,False
99,1789220024.912,39.977,left_only,0.6451,2.6024,-0.3043,1.677,-0.07108,1,2.602,2.602,-0.304,-0.304,2.602:-0.304:0.0293:-0.0711,True,2.6024,-0.3162,,0,1,1,,0.6667,0.0723,-0.04663,0.301771,1.228164,,,,,,False
100,1789220025.009,38.765,left_only,0.6835,2.651,-0.3131,2.489,-0.09024,1,2.651,2.651,-0.313,-0.313,2.651:-0.313:0.0434:-0.0902,True,2.651,-0.3155,,0,1,1,,0.6667,0.05877,-0.067793,0.444079,0.992439,,,,,,False
101,1789220025.109,39.71,both,0.4392,2.5353,-0.2697,-0.099,-0.04087,1,2.535,2.535,-0.27,-0.27,2.535:-0.270:-0.0017:-0.0409,True,2.5353,-0.2084,,0,1,1,3.77,0.6667,0.07332,-0.036876,0.231708,1.351283,0.5556,0.15552,0.111812,-0.874951,-0.512856,False
102,1789220025.213,41.294,left_only,0.7087,2.5754,-0.2822,0.702,-0.0646,1,2.575,2.575,-0.282,-0.282,2.575:-0.282:0.0123:-0.0646,True,2.5754,-0.3013,,0,1,1,,1.0,0.04988,-0.060021,0.357876,1.195274,,,,,,False
103,1789220025.312,40.478,left_only,0.7062,2.6097,-0.2899,1.204,-0.08156,1,2.61,2.61,-0.29,-0.29,2.610:-0.290:0.0210:-0.0816,True,2.6097,-0.2999,,0,1,1,,1.0,0.05077,-0.060633,0.363121,1.186461,,,,,,False
104,1789220025.423,53.82,left_only,0.707,2.6307,-0.2949,1.382,-0.09159,1,2.631,2.631,-0.295,-0.295,2.631:-0.295:0.0241:-0.0916,True,2.6307,-0.3021,,0,1,1,,1.0,0.05046,-0.057568,0.338231,1.231321,,,,,,False
105,1789220025.491,33.984,left_only,0.7095,2.6421,-0.2979,1.379,-0.09751,1,2.642,2.642,-0.298,-0.298,2.642:-0.298:0.0241:-0.0975,True,2.6421,-0.3033,,0,1,1,,1.0,0.04959,-0.055712,0.320812,1.265708,,,,,,False
106,1789220025.599,27.877,left_only,0.7092,2.6562,-0.3007,1.509,-0.10353,1,2.656,2.656,-0.301,-0.301,2.656:-0.301:0.0263:-0.1035,True,2.6562,-0.3029,,0,1,1,,1.0,0.04969,-0.058864,0.347539,1.214261,,,,,,False
107,1789220025.697,29.272,both,0.4986,2.5009,-0.2437,-2.553,-0.02106,1,2.501,2.501,-0.244,-0.244,2.501:-0.244:-0.0446:-0.0211,True,2.5009,-0.2005,,0,1,1,3.88,1.0,0.07953,0.056227,-0.449224,2.567231,0.5556,0.15566,0.115165,-0.903278,-0.453247,False
108,1789220025.798,28.682,left_only,0.7029,2.5361,-0.2658,-0.999,-0.04966,1,2.536,2.536,-0.266,-0.266,2.536:-0.266:-0.0174:-0.0497,True,2.5361,-0.304,,0,1,1,,1.0,0.05191,-0.058163,0.34266,1.221487,,,,,,False
109,1789220025.899,28.427,left_only,0.7028,2.5744,-0.2795,0.007,-0.07033,1,2.574,2.574,-0.279,-0.279,2.574:-0.279:0.0001:-0.0703,True,2.5744,-0.3011,,0,1,1,,1.0,0.05197,-0.059244,0.350563,1.210378,,,,,,False
110,1789220025.999,28.423,left_only,0.7036,2.603,-0.2876,0.549,-0.08352,1,2.603,2.603,-0.288,-0.288,2.603:-0.288:0.0096:-0.0835,True,2.603,-0.301,,0,1,1,,1.0,0.05169,-0.057165,0.333956,1.241641,,,,,,False
111,1789220026.102,31.99,left_only,0.6653,2.6408,-0.3013,1.552,-0.09478,1,2.641,2.641,-0.301,-0.301,2.641:-0.301:0.0271:-0.0948,True,2.6408,-0.3148,,0,1,1,,0.6667,0.06518,-0.060693,0.395861,1.073852,,,,,,False
112,1789220026.197,27.548,left_only,0.7112,2.6631,-0.3036,1.805,-0.10406,1,2.663,2.663,-0.304,-0.304,2.663:-0.304:0.0315:-0.1041,True,2.6631,-0.3018,,0,1,1,,1.0,0.049,-0.06299,0.382244,1.148329,,,,,,False
113,1789220026.3,29.144,left_only,0.706,2.6674,-0.3034,1.724,-0.10703,1,2.667,2.667,-0.303,-0.303,2.667:-0.303:0.0301:-0.1070,True,2.6674,-0.3004,,0,1,1,,1.0,0.05083,-0.057047,0.332172,1.246525,,,,,,False
114,1789220026.398,28.834,left_only,0.7023,2.67,-0.3037,1.662,-0.10889,1,2.67,2.67,-0.304,-0.304,2.670:-0.304:0.0290:-0.1089,True,2.67,-0.3015,,0,1,1,,1.0,0.05212,-0.056671,0.329797,1.249113,,,,,,False
115,1789220026.497,27.272,left_only,0.6836,2.7062,-0.3119,2.43,-0.11843,1,2.706,2.706,-0.312,-0.312,2.706:-0.312:0.0424:-0.1184,True,2.7062,-0.3151,,0,1,1,,0.6667,0.05871,-0.07072,0.465715,0.954212,,,,,,False
116,1789220026.603,31.954,left_only,0.7029,2.6961,-0.3095,2.14,-0.11661,1,2.696,2.696,-0.31,-0.31,2.696:-0.310:0.0374:-0.1166,True,2.6961,-0.3012,,0,1,1,,1.0,0.05192,-0.056218,0.32588,1.257087,,,,,,False
117,1789220026.698,28.788,left_only,0.7346,2.7626,-0.3171,3.023,-0.13754,1,2.763,2.763,-0.317,-0.317,2.763:-0.317:0.0528:-0.1375,True,2.7626,-0.3199,,0,1,1,,0.6667,0.04072,-0.093856,0.625526,0.67821,,,,,,False
118,1789220026.799,27.877,left_only,0.7056,2.7416,-0.314,2.695,-0.13188,1,2.742,2.742,-0.314,-0.314,2.742:-0.314:0.0470:-0.1319,True,2.7416,-0.3011,,0,1,1,,1.0,0.05095,-0.059398,0.352569,1.205808,,,,,,False
119,1789220026.899,29.061,left_only,0.7033,2.7225,-0.3112,2.375,-0.12663,1,2.722,2.722,-0.311,-0.311,2.722:-0.311:0.0414:-0.1266,True,2.7225,-0.3008,,0,1,1,,1.0,0.05177,-0.05723,0.334147,1.241837,,,,,,False
120,1789220027.002,32.928,both,0.454,2.5705,-0.272,0.29,-0.06597,1,2.571,2.571,-0.272,-0.272,2.571:-0.272:0.0051:-0.0660,True,2.5705,-0.2088,,0,1,1,3.8,0.6667,0.07667,-0.034625,0.227091,1.34334,0.5556,0.15521,0.110958,-0.869332,-0.5213,False
121,1789220027.102,31.044,left_only,0.7078,2.6009,-0.2831,0.794,-0.08064,1,2.601,2.601,-0.283,-0.283,2.601:-0.283:0.0139:-0.0806,True,2.6009,-0.3031,,0,1,1,,1.0,0.0502,-0.057476,0.338024,1.230155,,,,,,False
122,1789220027.202,31.825,left_only,0.7026,2.6234,-0.2896,1.067,-0.09095,1,2.623,2.623,-0.29,-0.29,2.623:-0.290:0.0186:-0.0910,True,2.6234,-0.3008,,0,1,1,,1.0,0.05203,-0.057551,0.33594,1.239349,,,,,,False
123,1789220027.304,34.037,left_only,0.6618,2.6493,-0.3026,1.842,-0.09661,1,2.649,2.649,-0.303,-0.303,2.649:-0.303:0.0322:-0.0966,True,2.6493,-0.3163,,0,1,1,,0.6667,0.06642,-0.055103,0.361237,1.12593,,,,,,False
124,1789220027.403,31.593,left_only,0.7056,2.6529,-0.3029,1.647,-0.1002,1,2.653,2.653,-0.303,-0.303,2.653:-0.303:0.0287:-0.1002,True,2.6529,-0.3031,,0,1,1,,1.0,0.05095,-0.054327,0.309822,1.286351,,,,,,False
125,1789220027.504,34.089,left_only,0.6365,2.6623,-0.3115,2.201,-0.09891,1,2.662,2.662,-0.311,-0.311,2.662:-0.311:0.0384:-0.0989,True,2.6623,-0.3162,,0,1,1,,0.6667,0.07536,-0.048172,0.319738,1.188122,,,,,,False
126,1789220027.604,33.955,left_only,0.7058,2.6621,-0.3086,1.904,-0.10189,1,2.662,2.662,-0.309,-0.309,2.662:-0.309:0.0332:-0.1019,True,2.6621,-0.301,,0,1,1,,1.0,0.05088,-0.054445,0.310983,1.286051,,,,,,False
127,1789220027.698,29.201,left_only,0.7039,2.663,-0.307,1.722,-0.10425,1,2.663,2.663,-0.307,-0.307,2.663:-0.307:0.0301:-0.1042,True,2.663,-0.3019,,0,1,1,,1.0,0.05157,-0.054914,0.315346,1.276288,,,,,,False
128,1789220027.804,34.338,left_only,0.6449,2.68,-0.315,2.359,-0.10588,1,2.68,2.68,-0.315,-0.315,2.680:-0.315:0.0412:-0.1059,True,2.68,-0.3176,,0,1,1,,0.6667,0.0724,-0.055124,0.366749,1.108236,,,,,,False
129,1789220027.903,33.873,left_only,0.709,2.6871,-0.3127,2.275,-0.11053,1,2.687,2.687,-0.313,-0.313,2.687:-0.313:0.0397:-0.1105,True,2.6871,-0.302,,0,1,1,,1.0,0.04976,-0.06081,0.364878,1.180653,,,,,,False
130,1789220028.003,32.991,left_only,0.7033,2.6926,-0.3113,2.226,-0.11385,1,2.693,2.693,-0.311,-0.311,2.693:-0.311:0.0389:-0.1138,True,2.6926,-0.3026,,0,1,1,,1.0,0.05179,-0.060918,0.366346,1.1766,,,,,,False
131,1789220028.104,33.971,left_only,0.71,2.6818,-0.3082,1.881,-0.11215,1,2.682,2.682,-0.308,-0.308,2.682:-0.308:0.0328:-0.1121,True,2.6818,-0.3004,,0,1,1,,1.0,0.04941,-0.054097,0.306073,1.298254,,,,,,False
132,1789220028.205,34.397,left_only,0.7029,2.6844,-0.3081,1.858,-0.11368,1,2.684,2.684,-0.308,-0.308,2.684:-0.308:0.0324:-0.1137,True,2.6844,-0.3039,,0,1,1,,1.0,0.05192,-0.058718,0.34743,1.212314,,,,,,False
133,1789220028.301,30.222,left_only,0.7039,2.6795,-0.3062,1.705,-0.11294,1,2.68,2.68,-0.306,-0.306,2.680:-0.306:0.0298:-0.1129,True,2.6795,-0.2999,,0,1,1,,1.0,0.05156,-0.055644,0.320451,1.269499,,,,,,False
134,1789220028.405,34.837,left_only,0.7081,2.7403,-0.3144,2.72,-0.13101,1,2.74,2.74,-0.314,-0.314,2.740:-0.314:0.0475:-0.1310,True,2.7403,-0.3159,,0,1,1,,0.6667,0.05007,-0.087149,0.582528,0.750888,,,,,,False
135,1789220028.505,34.599,left_only,0.7044,2.7182,-0.3112,2.336,-0.12501,1,2.718,2.718,-0.311,-0.311,2.718:-0.311:0.0408:-0.1250,True,2.7182,-0.3003,,0,1,1,,1.0,0.05138,-0.055502,0.32008,1.26898,,,,,,False
136,1789220028.604,34.181,left_only,0.667,2.721,-0.317,2.761,-0.12145,1,2.721,2.721,-0.317,-0.317,2.721:-0.317:0.0482:-0.1215,True,2.721,-0.3167,,0,1,1,,0.6667,0.0646,-0.056922,0.376144,1.097194,,,,,,False
137,1789220028.705,35.924,left_only,0.6534,2.7087,-0.3211,2.938,-0.1135,1,2.709,2.709,-0.321,-0.321,2.709:-0.321:0.0513:-0.1135,True,2.7087,-0.3173,,0,1,1,,0.6667,0.06938,-0.047729,0.313624,1.201425,,,,,,False
138,1789220028.806,35.879,left_only,0.7059,2.7056,-0.3174,2.65,-0.11527,1,2.706,2.706,-0.317,-0.317,2.706:-0.317:0.0462:-0.1153,True,2.7056,-0.3037,,0,1,1,,1.0,0.05087,-0.059785,0.357213,1.192747,,,,,,False
139,1789220028.912,39.312,left_only,0.7065,2.6983,-0.314,2.334,-0.11521,1,2.698,2.698,-0.314,-0.314,2.698:-0.314:0.0407:-0.1152,True,2.6983,-0.3029,,0,1,1,,1.0,0.05063,-0.057585,0.336663,1.235385,,,,,,False
140,1789220028.999,28.991,left_only,0.6512,2.7009,-0.3193,2.749,-0.11181,1,2.701,2.701,-0.319,-0.319,2.701:-0.319:0.0480:-0.1118,True,2.7009,-0.317,,0,1,1,,0.6667,0.07017,-0.052246,0.347876,1.139602,,,,,,False
141,1789220029.101,32.301,both,0.5352,2.5215,-0.2688,-0.792,-0.03296,1,2.521,2.521,-0.269,-0.269,2.521:-0.269:-0.0138:-0.0330,True,2.5215,-0.2074,,0,1,1,3.9,1.0,0.06435,0.038114,-0.285599,2.226633,0.5556,0.15333,0.113762,-0.890487,-0.480128,False
142,1789220029.197,27.543,left_only,0.7113,2.5569,-0.281,0.04,-0.05682,1,2.557,2.557,-0.281,-0.281,2.557:-0.281:0.0007:-0.0568,True,2.5569,-0.3028,,0,1,1,,1.0,0.04894,-0.056231,0.324856,1.25872,,,,,,False
143,1789220029.298,28.981,left_only,0.6592,2.6074,-0.299,1.43,-0.07697,1,2.607,2.607,-0.299,-0.299,2.607:-0.299:0.0250:-0.0770,True,2.6074,-0.3156,,0,1,1,,0.6667,0.06732,-0.062118,0.412243,1.036732,,,,,,False
144,1789220029.398,28.588,left_only,0.7052,2.6309,-0.3015,1.572,-0.08906,1,2.631,2.631,-0.301,-0.301,2.631:-0.301:0.0274:-0.0891,True,2.6309,-0.3028,,0,1,1,,1.0,0.05112,-0.058708,0.346354,1.216543,,,,,,False
145,1789220029.499,27.866,left_only,0.7048,2.6449,-0.3023,1.588,-0.09657,1,2.645,2.645,-0.302,-0.302,2.645:-0.302:0.0277:-0.0966,True,2.6449,-0.3011,,0,1,1,,1.0,0.05126,-0.057112,0.333413,1.242683,,,,,,False
146,1789220029.602,31.665,left_only,0.7036,2.6607,-0.3032,1.729,-0.10356,1,2.661,2.661,-0.303,-0.303,2.661:-0.303:0.0302:-0.1036,True,2.6607,-0.2999,,0,1,1,,1.0,0.05167,-0.060047,0.359052,1.193327,,,,,,False
147,1789220029.702,32.349,left_only,0.7047,2.6668,-0.3041,1.708,-0.10676,1,2.667,2.667,-0.304,-0.304,2.667:-0.304:0.0298:-0.1068,True,2.6668,-0.3028,,0,1,1,,1.0,0.05128,-0.057186,0.335396,1.235671,,,,,,False
148,1789220029.797,27.561,left_only,0.7096,2.6714,-0.3043,1.688,-0.10929,1,2.671,2.671,-0.304,-0.304,2.671:-0.304:0.0295:-0.1093,True,2.6714,-0.3016,,0,1,1,,1.0,0.04955,-0.057662,0.337917,1.233566,,,,,,False
149,1789220029.902,31.97,left_only,0.6396,2.6698,-0.3129,2.229,-0.1023,1,2.67,2.67,-0.313,-0.313,2.670:-0.313:0.0389:-0.1023,True,2.6698,-0.3175,,0,1,1,,0.6667,0.07426,-0.043225,0.291378,1.227399,,,,,,False
150,1789220030.0,29.331,left_only,0.7029,2.6762,-0.3106,2.098,-0.10703,1,2.676,2.676,-0.311,-0.311,2.676:-0.311:0.0366:-0.1070,True,2.6762,-0.3014,,0,1,1,,1.0,0.05192,-0.059119,0.34926,1.212846,,,,,,False
151,1789220030.103,31.684,left_only,0.7059,2.6782,-0.3091,1.957,-0.10951,1,2.678,2.678,-0.309,-0.309,2.678:-0.309:0.0342:-0.1095,True,2.6782,-0.3025,,0,1,1,,1.0,0.05084,-0.057719,0.338058,1.232831,,,,,,False
152,1789220030.201,28.841,left_only,0.7056,2.6865,-0.3087,2.018,-0.11317,1,2.686,2.686,-0.309,-0.309,2.686:-0.309:0.0352:-0.1132,True,2.6865,-0.3018,,0,1,1,,1.0,0.05095,-0.060975,0.367459,1.17458,,,,,,False
153,1789220030.3,29.158,left_only,0.7038,2.6827,-0.3071,1.851,-0.11307,1,2.683,2.683,-0.307,-0.307,2.683:-0.307:0.0323:-0.1131,True,2.6827,-0.3012,,0,1,1,,1.0,0.0516,-0.056471,0.327546,1.254442,,,,,,False
154,1789220030.405,36.017,left_only,0.7386,2.7689,-0.3158,3.034,-0.1404,1,2.769,2.769,-0.316,-0.316,2.769:-0.316:0.0530:-0.1404,True,2.7689,-0.3183,,0,1,1,,0.6667,0.03931,-0.102868,0.693717,0.556368,,,,,,False
155,1789220030.5,28.992,left_only,0.6525,2.7438,-0.3207,3.19,-0.12717,1,2.744,2.744,-0.321,-0.321,2.744:-0.321:0.0557:-0.1272,True,2.7438,-0.3182,,0,1,1,,0.6667,0.06971,-0.048453,0.319724,1.188667,,,,,,False
156,1789220030.599,28.671,left_only,0.6685,2.7413,-0.3239,3.431,-0.12333,1,2.741,2.741,-0.324,-0.324,2.741:-0.324:0.0599:-0.1233,True,2.7413,-0.3172,,0,1,1,,0.6667,0.06407,-0.0576,0.384864,1.076607,,,,,,False
157,1789220030.695,25.555,left_only,0.6335,2.7134,-0.3254,3.291,-0.11181,1,2.713,2.713,-0.325,-0.325,2.713:-0.325:0.0574:-0.1118,True,2.7134,-0.3159,,0,1,1,,0.6667,0.07639,-0.042608,0.274931,1.272785,,,,,,False
158,1789220030.799,28.754,left_only,0.6562,2.7123,-0.3263,3.313,-0.11097,1,2.712,2.712,-0.326,-0.326,2.712:-0.326:0.0578:-0.1110,True,2.7123,-0.3158,,0,1,1,,0.6667,0.0684,-0.054789,0.355687,1.140199,,,,,,False
159,1789220030.898,28.872,left_only,0.5628,2.6107,-0.3199,1.81,-0.07294,1,2.611,2.611,-0.32,-0.32,2.611:-0.320:0.0316:-0.0729,True,2.6107,-0.3106,,0,1,1,,0.7778,0.10136,0.008361,-0.099848,1.943707,,,,,,False
160,1789220030.997,27.597,left_only,0.7085,2.6379,-0.3161,1.944,-0.08762,1,2.638,2.638,-0.316,-0.316,2.638:-0.316:0.0339:-0.0876,True,2.6379,-0.301,,0,1,1,,1.0,0.04993,-0.061056,0.366194,1.179896,,,,,,False
161,1789220031.103,32.833,left_only,0.7026,2.6518,-0.3129,1.89,-0.096,1,2.652,2.652,-0.313,-0.313,2.652:-0.313:0.0330:-0.0960,True,2.6518,-0.3019,,0,1,1,,1.0,0.05203,-0.057868,0.340508,1.227412,,,,,,False
162,1789220031.198,28.763,left_only,0.7012,2.6652,-0.3113,1.918,-0.10296,1,2.665,2.665,-0.311,-0.311,2.665:-0.311:0.0335:-0.1030,True,2.6652,-0.3027,,0,1,1,,1.0,0.05253,-0.059704,0.355913,1.196913,,,,,,False
163,1789220031.297,27.29,left_only,0.7052,2.674,-0.3094,1.909,-0.10782,1,2.674,2.674,-0.309,-0.309,2.674:-0.309:0.0333:-0.1078,True,2.674,-0.3007,,0,1,1,,1.0,0.0511,-0.05968,0.354265,1.203592,,,,,,False
164,1789220031.399,29.057,left_only,0.7099,2.6856,-0.3097,2.008,-0.11269,1,2.686,2.686,-0.31,-0.31,2.686:-0.310:0.0350:-0.1127,True,2.6856,-0.304,,0,1,1,,1.0,0.04945,-0.062156,0.375882,1.157764,,,,,,False
165,1789220031.499,29.325,left_only,0.6503,2.6862,-0.316,2.46,-0.1079,1,2.686,2.686,-0.316,-0.316,2.686:-0.316:0.0429:-0.1079,True,2.6862,-0.3163,,0,1,1,,0.6667,0.0705,-0.048627,0.322787,1.183003,,,,,,False
166,1789220031.597,27.787,left_only,0.7177,2.6917,-0.3144,2.364,-0.11167,1,2.692,2.692,-0.314,-0.314,2.692:-0.314:0.0413:-0.1117,True,2.6917,-0.3049,,0,1,1,,1.0,0.04671,-0.060363,0.363673,1.177321,,,,,,False
167,1789220031.698,28.824,left_only,0.7067,2.6985,-0.3132,2.343,-0.11531,1,2.698,2.698,-0.313,-0.313,2.698:-0.313:0.0409:-0.1153,True,2.6985,-0.3042,,0,1,1,,1.0,0.05057,-0.06204,0.37669,1.154124,,,,,,False
168,1789220031.802,31.813,left_only,0.7054,2.6942,-0.3107,2.151,-0.11542,1,2.694,2.694,-0.311,-0.311,2.694:-0.311:0.0375:-0.1154,True,2.6942,-0.3009,,0,1,1,,1.0,0.05103,-0.057917,0.340678,1.228277,,,,,,False
169,1789220031.896,27.7,both,0.4197,2.538,-0.2633,-0.681,-0.04891,1,2.538,2.538,-0.263,-0.263,2.538:-0.263:-0.0119:-0.0489,True,2.538,-0.2026,,0,1,1,3.8,0.7778,0.10556,-0.010132,0.038749,1.694114,0.5556,0.15418,0.116954,-0.919821,-0.417506,False
170,1789220031.998,29.012,left_only,0.7099,2.5764,-0.2782,0.262,-0.06968,1,2.576,2.576,-0.278,-0.278,2.576:-0.278:0.0046:-0.0697,True,2.5764,-0.3024,,0,1,1,,1.0,0.04944,-0.059056,0.351662,1.204127,,,,,,False
171,1789220032.103,32.146,left_only,0.7026,2.6112,-0.2881,0.914,-0.08528,1,2.611,2.611,-0.288,-0.288,2.611:-0.288:0.0160:-0.0853,True,2.6112,-0.3019,,0,1,1,,1.0,0.05203,-0.060902,0.366236,1.177546,,,,,,False
172,1789220032.198,28.735,left_only,0.6487,2.6288,-0.3006,1.54,-0.08827,1,2.629,2.629,-0.301,-0.301,2.629:-0.301:0.0269:-0.0883,True,2.6288,-0.3163,,0,1,1,,0.6667,0.07105,-0.047746,0.306921,1.222678,,,,,,False
173,1789220032.3,29.696,left_only,0.7045,2.645,-0.3023,1.597,-0.0965,1,2.645,2.645,-0.302,-0.302,2.645:-0.302:0.0279:-0.0965,True,2.645,-0.3027,,0,1,1,,1.0,0.05137,-0.057917,0.339907,1.228881,,,,,,False
174,1789220032.405,33.938,left_only,0.6992,2.664,-0.3039,1.788,-0.10461,1,2.664,2.664,-0.304,-0.304,2.664:-0.304:0.0312:-0.1046,True,2.664,-0.3012,,0,1,1,,1.0,0.05324,-0.061899,0.373053,1.166773,,,,,,False
175,1789220032.502,31.877,left_only,0.7083,2.5722,-0.3088,0.964,-0.0571,1,2.572,2.572,-0.309,-0.309,2.572:-0.309:0.0168:-0.0571,True,2.5722,-0.3244,,0,1,1,,1.0,0.05,0.027023,-0.178157,1.996835,,,,,,False
176,1789220032.605,34.243,left_only,0.7044,2.6067,-0.309,1.362,-0.07582,1,2.607,2.607,-0.309,-0.309,2.607:-0.309:0.0238:-0.0758,True,2.6067,-0.3024,,0,1,1,,1.0,0.0514,-0.059835,0.356512,1.196612,,,,,,False
177,1789220032.705,33.927,left_only,0.6999,2.6333,-0.3081,1.598,-0.08929,1,2.633,2.633,-0.308,-0.308,2.633:-0.308:0.0279:-0.0893,True,2.6333,-0.3001,,0,1,1,,1.0,0.05298,-0.060451,0.360631,1.192097,,,,,,False
178,1789220032.803,33.248,left_only,0.7031,2.6536,-0.3076,1.753,-0.09898,1,2.654,2.654,-0.308,-0.308,2.654:-0.308:0.0306:-0.0990,True,2.6536,-0.3009,,0,1,1,,1.0,0.05186,-0.060903,0.364349,1.184172,,,,,,False
179,1789220032.905,34.79,left_only,0.705,2.6634,-0.3068,1.745,-0.10426,1,2.663,2.663,-0.307,-0.307,2.663:-0.307:0.0305:-0.1043,True,2.6634,-0.3012,,0,1,1,,1.0,0.05117,-0.058366,0.343307,1.22413,,,,,,False
180,1789220033.004,33.972,left_only,0.7034,2.6662,-0.3063,1.654,-0.1066,1,2.666,2.666,-0.306,-0.306,2.666:-0.306:0.0289:-0.1066,True,2.6662,-0.3029,,0,1,1,,1.0,0.05173,-0.056091,0.324963,1.256989,,,,,,False
181,1789220033.102,32.737,left_only,0.6598,2.6759,-0.313,2.147,-0.10609,1,2.676,2.676,-0.313,-0.313,2.676:-0.313:0.0375:-0.1061,True,2.6759,-0.3154,,0,1,1,,0.6667,0.06714,-0.052667,0.34187,1.16297,,,,,,False
182,1789220033.207,37.835,left_only,0.7035,2.6837,-0.3101,2.12,-0.11064,1,2.684,2.684,-0.31,-0.31,2.684:-0.310:0.0370:-0.1106,True,2.6837,-0.2981,,0,1,1,,1.0,0.05169,-0.060751,0.363935,1.186863,,,,,,False
183,1789220033.305,35.603,left_only,0.7037,2.6837,-0.3085,1.978,-0.1122,1,2.684,2.684,-0.309,-0.309,2.684:-0.309:0.0345:-0.1122,True,2.6837,-0.3016,,0,1,1,,1.0,0.05163,-0.057978,0.339915,1.230487,,,,,,False
184,1789220033.404,33.205,left_only,0.688,2.7257,-0.3159,2.789,-0.12353,1,2.726,2.726,-0.316,-0.316,2.726:-0.316:0.0487:-0.1235,True,2.7257,-0.3165,,0,1,1,,0.6667,0.05717,-0.075487,0.50432,0.879894,,,,,,False
185,1789220033.506,35.731,left_only,0.6585,2.7266,-0.3203,3.083,-0.12056,1,2.727,2.727,-0.32,-0.32,2.727:-0.320:0.0538:-0.1206,True,2.7266,-0.3167,,0,1,1,,0.6667,0.06759,-0.05718,0.377947,1.094084,,,,,,False
186,1789220033.607,36.566,left_only,0.6454,2.7227,-0.3232,3.27,-0.11661,1,2.723,2.723,-0.323,-0.323,2.723:-0.323:0.0571:-0.1166,True,2.7227,-0.316,,0,1,1,,0.6667,0.07222,-0.054034,0.357918,1.126527,,,,,,False
187,1789220033.705,34.983,left_only,0.6464,2.7216,-0.3248,3.391,-0.11476,1,2.722,2.722,-0.325,-0.325,2.722:-0.325:0.0592:-0.1148,True,2.7216,-0.3149,,0,1,1,,0.6667,0.07185,-0.055556,0.366294,1.116266,,,,,,False
188,1789220033.806,35.967,left_only,0.654,2.7033,-0.3243,3.177,-0.10834,1,2.703,2.703,-0.324,-0.324,2.703:-0.324:0.0554:-0.1083,True,2.7033,-0.3123,,0,1,1,,0.6667,0.06917,-0.046822,0.294982,1.254183,,,,,,False
189,1789220033.907,36.763,left_only,0.633,2.6969,-0.3267,3.287,-0.10395,1,2.697,2.697,-0.327,-0.327,2.697:-0.327:0.0574:-0.1040,True,2.6969,-0.3176,,0,1,1,,0.6667,0.07659,-0.047129,0.31453,1.19293,,,,,,False
190,1789220034.006,35.195,left_only,0.7139,2.7032,-0.3211,3.006,-0.1103,1,2.703,2.703,-0.321,-0.321,2.703:-0.321:0.0525:-0.1103,True,2.7032,-0.3018,,0,1,1,,1.0,0.04803,-0.062719,0.381634,1.147722,,,,,,False
191,1789220034.105,35.189,left_only,0.6734,2.7339,-0.3236,3.443,-0.12,1,2.734,2.734,-0.324,-0.324,2.734:-0.324:0.0601:-0.1200,True,2.7339,-0.315,,0,1,1,,0.6667,0.06231,-0.071867,0.478949,0.92491,,,,,,False
192,1789220034.199,28.895,left_only,0.7126,2.7212,-0.3195,2.975,-0.11919,1,2.721,2.721,-0.32,-0.32,2.721:-0.320:0.0519:-0.1192,True,2.7212,-0.3048,,0,1,1,,1.0,0.04849,-0.058692,0.348698,1.207377,,,,,,False
193,1789220034.298,27.957,left_only,0.7058,2.7116,-0.316,2.612,-0.11865,1,2.712,2.712,-0.316,-0.316,2.712:-0.316:0.0456:-0.1186,True,2.7116,-0.3033,,0,1,1,,1.0,0.05088,-0.058744,0.346718,1.215242,,,,,,False
194,1789220034.399,28.798,left_only,0.6831,2.7269,-0.3196,2.951,-0.122,1,2.727,2.727,-0.32,-0.32,2.727:-0.320:0.0515:-0.1220,True,2.7269,-0.3154,,0,1,1,,0.6667,0.05891,-0.065298,0.425722,1.025091,,,,,,False
195,1789220034.498,28.771,left_only,0.7052,2.715,-0.3165,2.603,-0.12021,1,2.715,2.715,-0.316,-0.316,2.715:-0.316:0.0454:-0.1202,True,2.715,-0.3045,,0,1,1,,1.0,0.05112,-0.05807,0.343188,1.218599,,,,,,False
196,1789220034.603,33.173,left_only,0.7072,2.7089,-0.3132,2.387,-0.11988,1,2.709,2.709,-0.313,-0.313,2.709:-0.313:0.0417:-0.1199,True,2.7089,-0.301,,0,1,1,,1.0,0.05041,-0.059633,0.354226,1.203027,,,,,,False
